Title line:""
LIST2007
LIST2003
LIST2013
LIST2018
VMA3
LIST2004
LIST2001
LIST2011
VMA6
R1.169
LIST2017
Rufa19
Pop
  Pop1, 0303 0506 0505 0707 0303 0404 0713 0204 0111 0212 0505 0909
  Pop1, 0303 0405 0508 0808 0404 0000 0314 0000 0810 0209 0505 0909
  Pop1, 0103 0508 0607 0606 0308 0408 0914 0404 0607 0609 0506 0611
  Pop1, 0303 0000 0000 1313 0000 0000 1010 0204 0000 0202 0505 0000
  Pop1, 0303 0406 0508 0710 0304 0409 0408 0404 0407 0206 0305 0709
  Pop1, 0303 0606 0607 0303 0408 0407 0808 0204 0105 0202 0505 0711
  Pop1, 0203 0510 0707 0408 0404 0404 1011 0204 0813 1217 0909 0000
  Pop1, 0303 0410 0607 0206 0408 0407 0311 0204 0810 0205 0505 0910
  Pop1, 0103 0415 0607 0208 0309 0708 0305 0404 0611 0611 0505 0910
  Pop1, 0101 0505 0608 0406 0404 0405 0915 0204 0610 0202 0505 0810
  Pop1, 0303 0404 0508 0508 0304 0505 0507 0000 0203 0203 0505 0910
  Pop1, 0505 0810 0709 0112 0204 0408 0910 0404 0407 0214 0505 0910
  Pop1, 0203 0404 0507 0507 0404 0508 0810 0404 0610 0311 0505 0609
  Pop1, 0303 0913 0505 0308 0304 0202 0513 0000 0710 0206 0505 0510
  Pop1, 0303 0404 0607 0809 0404 0405 0608 0305 0404 0206 0505 0910
  Pop1, 0303 0207 0505 0108 0404 0408 1010 0000 0810 0202 0505 0809
  Pop1, 0303 0106 0508 0506 0303 0408 0709 0404 0608 0202 0505 0809
  Pop1, 0303 0408 0506 0306 0303 0404 0810 0000 0607 1012 0305 0809
  Pop1, 0505 1818 0303 0404 0409 0000 0811 0404 0107 0909 0202 0303
  Pop1, 0103 0108 0505 0708 0304 0505 0916 0204 0709 0203 0505 0510
  Pop1, 0203 0406 0507 0708 0304 0405 0818 0404 0709 0202 0505 0710
  Pop1, 0303 0606 0505 0405 0303 0405 0816 0000 0610 0202 0505 0507
  Pop1, 0303 0406 0505 0305 0304 0707 0808 0404 0608 0214 0205 0910
  Pop1, 0303 0510 0506 0204 0404 1010 0505 0000 0607 0808 0505 0909
  Pop1, 0203 0206 0707 0205 0404 0404 0811 0404 0107 0212 0505 0709
  Pop1, 0303 0810 0607 0405 0304 0405 0515 0000 0707 0206 0505 0911
  Pop1, 0303 0606 0506 0309 0304 0404 0408 0404 0810 0211 0506 0609
  Pop1, 0303 0404 0508 0408 0405 0405 0415 0000 0409 0203 0505 0811
  Pop1, 0303 0406 0506 0910 0304 0405 0911 0404 0710 0202 0506 0709
  Pop1, 0102 0303 0606 0308 0304 0406 0414 0404 0707 0615 0305 1012
  Pop1, 0303 0406 0505 0708 0304 0404 0814 0404 0709 0310 0505 0507
  Pop1, 0303 0408 0507 0607 0309 0404 1013 0000 0208 0209 0505 0709
  Pop1, 0103 0406 0607 0303 0404 0000 0307 0404 0000 0202 0505 0909
  Pop1, 0303 0414 0606 0505 0507 0405 0810 0000 0606 0203 0505 0910
  Pop1, 0103 0609 0507 0808 0303 0404 0308 0404 0707 0311 0505 0912
  Pop1, 0303 0406 0708 0809 0304 0405 0506 0404 0303 0306 0505 0709
  Pop1, 0303 0104 0407 0108 0404 0404 0709 0406 0307 0208 0505 0709
  Pop1, 0303 0206 0507 0509 0308 0505 0308 0404 0508 0310 0506 0809
  Pop1, 0103 0408 0708 0308 0404 0000 0808 0404 0808 0209 0506 0909
  Pop1, 0203 0406 0707 0708 0304 0409 0810 0404 0205 0210 0506 0810
  Pop1, 0103 0708 0707 0309 0508 0509 0213 0404 0808 1013 0505 0609
  Pop1, 0102 0410 0507 0202 0304 1010 0000 0000 0000 1011 0505 0909
  Pop1, 0102 0406 0507 0607 0404 1010 0810 0204 0609 0210 0505 0910
  Pop1, 0303 0410 0507 0303 0408 0809 0809 0404 0507 0202 0505 0710
  Pop1, 0303 0417 0000 0408 0303 0000 0000 0000 0000 0202 0205 0909
  Pop1, 0505 1618 0205 0306 0809 0506 1212 0000 0614 1617 0207 0204
  Pop1, 0303 0104 0707 0303 0304 0000 0816 0000 0607 0210 0505 0910
  Pop1, 0303 0508 0506 0404 0408 0404 1010 0000 0609 0206 0505 0810
  Pop1, 0303 0407 0507 0102 0304 0404 0507 0404 0409 0202 0505 0909
  Pop1, 0203 0408 0707 0205 0202 0000 0815 0404 0707 0208 0505 0709
  Pop1, 0103 0410 0507 0609 0303 0404 0510 0406 0304 0202 0505 0909
  Pop1, 0303 0608 0608 0711 0101 0307 0409 0000 0811 0711 0505 0709
  Pop1, 0303 0406 0507 0607 0308 0404 0509 0202 0808 1011 0505 0911
  Pop1, 0202 1113 0606 0208 0404 0505 0714 0000 0610 0203 0505 0709
  Pop1, 0303 0404 0000 0307 0404 0000 0911 0204 0000 0910 0505 0000
  Pop1, 0303 0104 0606 0508 0404 0000 0714 0404 0000 0202 0505 0909
  Pop1, 0202 0101 0610 0000 0000 0000 0505 0404 0000 0202 0505 0509
  Pop1, 0203 0110 0000 0206 0404 0000 0709 0404 0000 0203 0505 0000
  Pop1, 0203 0406 0507 0308 0404 0407 0810 0404 0608 0202 0505 0910
  Pop1, 0303 0408 0508 0508 0405 0405 0715 0204 0811 0310 0506 0709
