Title line:""
LIST2007
LIST2003
LIST2013
LIST2018
VMA3
LIST2001
LIST2011
VMA6
R1.169
LIST2017
Rufa19
D3.15
VMA4
Pop
  Pop1, 0505 0307 0406 0607 0108 0707 0303 0510 0215 0506 0912 0210 0710
  Pop1, 0505 0303 0406 0306 0102 0408 0303 0610 0211 0505 0711 1014 0909
  Pop1, 0305 0303 0506 0707 0000 0813 0303 0202 0912 0505 0203 0000 0000
  Pop1, 0305 0304 0406 0314 0101 0207 0303 0710 0210 0505 0711 0410 0303
  Pop1, 0505 0506 0506 0708 0203 0407 0303 1010 0715 0505 1111 0106 0707
  Pop1, 0505 0310 0505 0408 0102 0308 0303 0107 0203 0506 1111 0103 0202
  Pop1, 0305 0515 0406 0101 0202 0808 0303 0000 0202 0505 0808 0104 0000
  Pop1, 0505 0315 0505 0608 0102 0814 0304 0608 1012 0306 0000 0000 0000
  Pop1, 0505 0606 0000 0000 0202 0709 0103 0000 0610 0505 1314 0000 0000
  Pop1, 0405 0714 0404 0305 0102 0909 0303 0407 0202 0505 1012 0311 0910
  Pop1, 0000 0315 0404 0606 0304 0713 0303 0000 1012 0505 0000 0000 0000
  Pop1, 0505 0709 0406 0307 0102 0914 0303 0406 0202 0505 0713 0303 0000
  Pop1, 0505 0307 0506 0608 0000 1016 0304 1212 0202 0505 0000 0000 0000
  Pop1, 0505 0310 0607 0303 0808 0809 0303 0810 0212 0506 0911 0313 0909
  Pop1, 0305 0309 0507 0509 0203 0207 0303 0207 1011 0505 1113 0303 1111
  Pop1, 0305 0511 0405 0708 0207 0413 0103 0610 0209 0505 1114 0114 0709
  Pop1, 0505 0509 0406 0607 0102 0507 0303 0308 0209 0505 1113 0000 0000
  Pop1, 0505 0103 0404 0707 0101 0313 0303 0707 0206 0505 0711 0000 0000
  Pop1, 0505 0310 0505 0305 0101 0408 0303 0708 0210 0505 0711 0307 0707
  Pop1, 0505 0307 0407 0507 0202 0710 0103 0609 0213 0505 0712 0307 0909
  Pop1, 0505 0000 1010 0808 0000 0404 0303 0606 0310 0505 0000 0707 0000
  Pop1, 0505 0303 0404 0305 0304 0408 0303 0708 0210 0606 0000 0707 0000
  Pop1, 0505 0505 0606 0203 0102 0316 0303 0000 0610 0505 0000 0304 0000
  Pop1, 0305 0512 0606 0208 0202 0612 0303 0000 0310 0505 0000 0311 0911
  Pop1, 0505 0306 0406 0505 0202 0709 0303 0408 0202 0505 1213 0315 0710
  Pop1, 0505 0506 0000 0000 0101 0709 0303 0000 0212 0505 0000 0000 0000
  Pop1, 0305 0303 0406 0507 0102 0708 0303 0000 0212 0505 0710 0000 0000
  Pop1, 0305 0303 0406 0306 0209 0716 0303 0506 0210 0505 1113 0000 0000
  Pop1, 0505 0507 0405 0606 0101 0204 0304 0810 0210 0505 1113 0415 0000
  Pop1, 0405 0303 0404 0709 0103 0206 0303 0207 0202 0505 1113 0312 0710
  Pop1, 0505 0303 0607 0310 0102 0306 0103 0809 0206 0606 0708 0303 0709
  Pop1, 0405 0303 0406 0313 0101 0714 0303 0608 0606 0505 0707 0311 0709
  Pop1, 0303 0303 0000 0101 0000 0606 0103 0000 0202 0505 0000 0103 0000
  Pop1, 0404 0305 0000 0105 0707 1414 0303 0000 0303 0506 0000 0107 0000
  Pop1, 0405 0707 0000 0707 0202 0202 0303 0000 0202 0505 0000 0303 0000
  Pop1, 0305 0303 0606 0707 0102 0713 0303 0000 0203 0505 0000 1115 0000
  Pop1, 0405 0305 0406 0101 0103 0814 0303 0909 0203 0506 1212 1313 0707
  Pop1, 0404 0305 0407 0109 0202 0714 0103 0206 0206 0505 1212 0311 0707
  Pop1, 0305 0307 0606 0707 0202 0710 0303 0210 0609 0505 0912 0315 0715
  Pop1, 0305 0305 0406 0308 0202 0714 0103 1010 0209 0506 0000 1213 0410
  Pop1, 0505 0312 0404 0308 0202 0414 0303 0000 0512 0505 0000 0000 1010
  Pop1, 0305 0509 0507 0506 0202 0714 0304 0000 0202 0505 0000 0000 0000
  Pop1, 0303 0707 0000 0308 0000 0102 0303 0000 0303 0505 0000 0000 0000
  Pop1, 0305 0311 0304 0405 0101 0204 0103 0611 0202 0505 1212 0103 0709
  Pop1, 0505 0309 0407 0608 0101 0416 0104 0606 0212 0505 1113 0407 1010
  Pop1, 0505 0304 0607 0707 0202 0407 0103 0708 0206 0305 1012 0000 0000
  Pop1, 0303 0611 0505 0303 0101 0712 0303 0110 0206 0505 1213 0101 0809
  Pop1, 0303 0505 0506 0000 0000 0707 0303 0810 0202 0505 1112 0404 0810
  Pop1, 0305 0307 0505 0608 0202 0606 0000 0000 0211 0505 1213 0415 0709
  Pop1, 0505 0512 0606 0209 0102 0413 0304 0707 0210 0505 0711 0303 0909
  Pop1, 0305 0309 0406 0305 0108 0709 0304 0606 0209 0505 1111 0112 0709
  Pop1, 0505 0305 0507 0708 0102 0707 0303 0000 0202 0505 1111 0204 0708
  Pop1, 0305 0303 0607 0608 0102 0208 0303 0101 0210 0505 0909 0304 0709
  Pop1, 0505 0303 0607 0608 0102 0607 0303 0610 0309 0505 1111 0000 0909
  Pop1, 0305 0309 0406 0707 0202 0809 0103 0209 0202 0505 1212 0311 0709
  Pop1, 0505 0305 0406 0305 0203 0708 0101 0205 0212 0506 0912 0313 0712
  Pop1, 0305 0505 0406 0508 0108 0707 0303 0710 0210 0505 1011 0311 0707
  Pop1, 0404 0307 0606 0207 0202 0707 0103 0207 0202 0505 1213 0313 1113
  Pop1, 0405 0505 0606 0303 0208 0715 0303 0206 0212 0505 0911 0203 1313
  Pop1, 0505 0305 0000 0000 0000 0707 0303 0000 0202 0505 0000 0101 0000
  Pop1, 0505 0303 0506 0206 0000 0708 0303 0208 0215 0505 0912 0307 0000
  Pop1, 0405 0303 0405 0505 0102 0814 0303 0809 0000 0000 0000 0311 0912
  Pop1, 0505 0205 0406 0306 0102 0707 0303 0606 0205 0505 1011 0103 0710
  Pop1, 0505 0507 0405 0707 0309 0407 0303 0606 0214 0505 1112 0315 0707
  Pop1, 0505 0309 0506 0608 0101 0213 0303 0710 0202 0505 1112 0308 0709
  Pop1, 0505 0307 0406 0306 0101 0212 0303 0607 0209 0506 0910 0413 0707
  Pop1, 0305 0303 0606 0000 0102 0710 0303 0606 0312 0505 1112 0611 0710
  Pop1, 0505 0410 0404 0508 0202 0707 0103 0505 0202 0505 0000 0103 1214
  Pop1, 0303 0315 0404 0406 0101 0707 0303 0606 0000 0505 0000 0303 0707
  Pop1, 0000 0000 0000 0408 0203 0409 0303 0000 0202 0505 0000 0000 0707
  Pop1, 0305 0710 0507 0710 0101 0208 0303 0707 0202 0505 0000 0104 0202
  Pop1, 0303 0312 0505 0707 0208 0208 0303 0110 0204 0505 1112 0312 0207
  Pop1, 0505 0305 0000 0101 0000 0606 0303 0000 0202 0505 0000 0000 0000
  Pop1, 0505 0103 0506 0203 0102 0000 0303 0708 0000 0505 0000 0305 1515
  Pop1, 0505 0303 0808 0000 0202 0404 0303 1212 0000 0505 0000 0000 0707
  Pop1, 0305 0103 0406 0205 0202 0408 0303 0607 0202 0505 0910 0304 0310
  Pop1, 0205 0505 0505 0708 0209 0714 0303 0606 0208 0505 1011 0311 0707
  Pop1, 0405 0307 0606 0608 0101 0204 0304 1010 0309 0505 0911 0313 0909
  Pop1, 0505 0509 0606 0202 0202 0714 0303 0610 0203 0505 0913 0315 0707
  Pop1, 0305 0308 0406 0810 0102 1214 0103 0306 0202 0505 1313 0000 0000
  Pop1, 0505 0410 0405 0203 0101 0404 0303 0808 0210 0505 1213 0000 0000
  Pop1, 0505 0104 0406 0505 0102 0708 0103 0607 0204 0505 1113 0304 0707
  Pop1, 0505 0509 0606 0407 0000 0712 0303 0708 0202 0505 0000 0000 0707
  Pop1, 0505 0202 0000 0000 0000 0810 0103 0000 0204 0505 0000 0303 0000
  Pop1, 0305 0712 0406 0405 0102 0204 0303 0612 0202 0505 1112 0103 0710
