ID,outDate,inDate,type
1505,28/08/2017,03/09/2017,Beer
1507,30/08/2017,06/09/2017,Orange
1512,30/08/2017,06/09/2017,Beer
1514,26/08/2017,02/09/2017,Beer
1524,25/08/2017,01/09/2017,Beer
1525,25/08/2017,01/09/2017,Orange
1528,27/08/2017,03/09/2017,Beer
1532,30/08/2017,06/09/2017,Beer
1538,30/08/2017,06/09/2017,Orange
1540,25/08/2017,01/09/2017,Beer
1541,25/08/2017,01/09/2017,Beer
1542,25/08/2017,01/09/2017,Beer
1547,25/08/2017,01/09/2017,Beer
1548,27/08/2017,03/09/2017,Beer
1554,27/08/2017,03/09/2017,Beer
1557,25/08/2017,01/09/2017,Orange
1559,25/08/2017,01/09/2017,Beer
1561,27/08/2017,03/09/2017,Beer
1563,30/08/2017,06/09/2017,Beer
1564,,,
1565,26/08/2017,01/09/2017,Beer
1568,25/08/2017,01/09/2017,Beer
1570,26/08/2017,02/09/2017,Beer
1571,27/08/2017,03/09/2017,Beer
1573,25/08/2017,01/09/2017,Orange
1576,27/08/2017,03/09/2017,Beer
1578,27/08/2017,03/09/2017,Beer
1579,31/08/2017,07/09/2017,Beer
1580,25/08/2017,01/09/2017,Beer
1581,25/08/2017,01/09/2017,Beer
1582,25/08/2017,01/09/2017,Orange
1583,25/08/2017,01/09/2017,Beer
1584,25/08/2017,01/09/2017,Orange
1590,30/08/2017,06/09/2017,Orange
1591,27/08/2017,03/09/2017,Beer
1594,25/08/2017,01/09/2017,Beer
1595,27/08/2017,03/09/2017,Beer
1596,27/08/2017,03/09/2017,Beer
1598,26/08/2017,02/09/2017,Beer
1600,26/08/2017,01/09/2017,Beer
1601,29/08/2017,05/09/2017,Beer
1602,25/08/2017,01/09/2017,Beer
1603,25/08/2017,01/09/2017,Orange
1604,25/08/2017,01/09/2017,Beer
1605,28/08/2017,04/09/2017,Beer
1608,25/08/2017,01/09/2017,Beer
1612,28/08/2017,04/09/2017,Beer
1616,25/08/2017,01/09/2017,Beer
1619,28/08/2017,04/09/2017,Beer
1620,26/08/2017,01/09/2017,Orange
1621,26/08/2017,02/09/2017,Beer
1622,25/08/2017,01/09/2017,Beer
1626,25/08/2017,01/09/2017,Beer
1628,25/08/2017,01/09/2017,Beer
1629,26/08/2017,02/09/2017,Beer
1630,28/08/2017,04/09/2017,Beer
1632,25/08/2017,01/09/2017,Beer
1633,27/08/2017,03/09/2017,Beer
1636,25/08/2017,08/09/2017,Beer
1641,01/09/2017,08/09/2017,Beer
1644,25/08/2017,01/09/2017,Beer
1645,26/08/2017,02/09/2017,Beer
1649,26/08/2017,02/09/2017,Beer
1651,01/09/2017,08/09/2017,Beer
1655,25/08/2017,01/09/2017,Beer
1656,25/08/2017,01/09/2017,Orange
1658,25/08/2017,01/09/2017,Beer
1661,25/08/2017,01/09/2017,Orange
1664,01/09/2017,08/09/2017,Beer
1666,01/09/2017,08/09/2017,Orange
1667,25/08/2017,01/09/2017,Orange
1668,27/08/2017,03/09/2017,Beer
1672,27/08/2017,03/09/2017,Beer
1673,29/08/2017,05/09/2017,Beer
1674,26/08/2017,02/09/2017,Beer
1675,25/08/2017,08/09/2017,Beer
1680,25/08/2017,01/09/2017,Beer
1682,28/08/2017,04/09/2017,Beer
1684,25/08/2017,01/09/2017,Beer
1685,25/08/2017,02/09/2017,Orange
1689,28/08/2017,04/09/2017,Beer
1692,26/08/2017,02/09/2017,Beer
1695,26/08/2017,02/09/2017,Beer
1696,27/08/2017,02/09/2017,Orange
1697,25/08/2017,01/09/2017,Beer
1698,27/08/2017,03/09/2017,Beer
1701,25/08/2017,01/09/2017,Beer
1703,25/08/2017,03/09/2017,Orange
1704,28/08/2017,04/09/2017,Beer
1710,25/08/2017,01/09/2017,Orange
1711,30/08/2017,05/09/2017,Orange
1713,25/08/2017,02/09/2017,Beer
1714,28/08/2017,05/09/2017,Beer
1715,25/08/2017,01/09/2017,Beer
1716,27/08/2017,02/09/2017,Beer
1717,25/08/2017,01/09/2017,Beer
1718,25/08/2017,01/09/2017,Beer
1719,28/08/2017,03/09/2017,Beer
1722,25/08/2017,01/09/2017,Beer
1723,27/08/2017,03/09/2017,Beer
1724,31/08/2017,07/09/2017,Beer
1725,25/08/2017,04/09/2017,Beer
1726,01/09/2017,08/09/2017,Beer
1728,25/08/2017,01/09/2017,Orange
1729,25/08/2017,01/09/2017,Beer
1731,01/09/2017,08/09/2017,Beer
1735,30/08/2017,06/09/2017,Orange
1736,01/09/2017,08/09/2017,Beer
1737,28/08/2017,05/09/2017,Beer
1739,31/08/2017,04/09/2017,Beer
1742,25/08/2017,01/09/2017,Orange
1744,27/08/2017,03/09/2017,Beer
1745,25/08/2017,01/09/2017,Beer
1748,31/08/2017,07/09/2017,Beer
1751,25/08/2017,01/09/2017,Beer
1752,01/09/2017,08/09/2017,Beer
1753,25/08/2017,02/09/2017,Beer
1755,25/08/2017,01/09/2017,Orange
1757,30/08/2017,05/09/2017,Beer
1758,25/08/2017,01/09/2017,Orange
1759,25/08/2017,01/09/2017,Beer
1761,28/08/2017,05/09/2017,Beer
1763,27/08/2017,02/09/2017,Beer
1766,27/08/2017,03/09/2017,Beer
1767,25/08/2017,03/09/2017,Beer
1769,25/08/2017,01/09/2017,Beer
1770,25/08/2017,01/09/2017,Orange
1773,25/08/2017,01/09/2017,Beer
1783,27/08/2017,03/09/2017,Beer
1784,30/08/2017,06/09/2017,Beer
1786,25/08/2017,01/09/2017,Beer
1789,25/08/2017,01/09/2017,Beer
1791,25/08/2017,01/09/2017,Beer
1795,25/08/2017,01/09/2017,Beer
1797,25/08/2017,01/09/2017,Beer
1799,01/09/2017,08/09/2017,Orange
1804,31/08/2017,07/09/2017,Beer
1805,01/09/2017,08/09/2017,Beer
1808,27/08/2017,01/09/2017,Beer
1811,25/08/2017,01/09/2017,Beer
1812,25/08/2017,01/09/2017,Beer
1813,30/08/2017,07/09/2017,Orange
1815,28/08/2017,04/09/2017,Beer
1816,25/08/2017,02/09/2017,Orange
1819,30/08/2017,06/09/2017,Beer
1825,26/08/2017,02/09/2017,Beer
1826,25/08/2017,01/09/2017,Beer
1832,26/08/2017,02/09/2017,Orange
1834,27/08/2017,03/09/2017,Beer
1835,25/08/2017,01/09/2017,Beer
1836,25/08/2017,01/09/2017,Beer
1842,25/08/2017,01/09/2017,Beer
1845,25/08/2017,01/09/2017,Orange
1847,01/09/2017,08/09/2017,Beer
1851,25/08/2017,01/09/2017,Beer
1852,26/08/2017,02/09/2017,Beer
1857,25/08/2017,01/09/2017,Beer
1858,01/09/2017,08/09/2017,Beer
1859,26/08/2017,01/09/2017,Beer
1861,25/08/2017,01/09/2017,Beer
1862,25/08/2017,01/09/2017,Beer
1863,30/08/2017,06/09/2017,Beer
1866,25/08/2017,01/09/2017,Beer
1867,27/08/2017,02/09/2017,Beer
1869,26/08/2017,02/09/2017,Beer
1871,25/08/2017,01/09/2017,Beer
1872,28/08/2017,04/09/2017,Beer
1873,25/08/2017,01/09/2017,Orange
1874,26/08/2017,02/09/2017,Beer
1875,25/08/2017,01/09/2017,Orange
1877,31/08/2017,07/09/2017,Beer
1878,01/09/2017,07/09/2017,Beer
1879,26/08/2017,02/09/2017,Beer
1881,25/08/2017,01/09/2017,Beer
1884,01/09/2017,07/09/2017,Orange
1885,28/08/2017,04/09/2017,Orange
1889,25/08/2017,08/09/2017,Orange
1890,25/08/2017,01/09/2017,Orange
1892,25/08/2017,01/09/2017,Orange
1893,25/08/2017,01/09/2017,Beer
1897,28/08/2017,04/09/2017,Orange
1899,25/08/2017,01/09/2017,Orange
1900,26/08/2017,02/09/2017,Beer
1903,25/08/2017,01/09/2017,Beer
1909,29/08/2017,05/09/2017,Beer
1911,25/08/2017,01/09/2017,Orange
1912,25/08/2017,01/09/2017,Beer
1913,25/08/2017,01/09/2017,Beer
1914,28/08/2017,04/09/2017,Beer
1916,25/08/2017,01/09/2017,Orange
1917,27/08/2017,03/09/2017,Beer
1918,25/08/2017,01/09/2017,Orange
1919,26/08/2017,02/09/2017,Beer
1920,01/09/2017,08/09/2017,Beer
1923,27/08/2017,03/09/2017,Beer
1924,26/08/2017,01/09/2017,Beer
1925,01/09/2017,08/09/2017,Beer
1926,25/08/2017,01/09/2017,Beer
1927,25/08/2017,01/09/2017,Beer
1932,25/08/2017,01/09/2017,Beer
1933,25/08/2017,01/09/2017,Beer
1935,29/08/2017,05/09/2017,Beer
1936,26/08/2017,02/09/2017,Beer
1938,28/08/2017,05/09/2017,Beer
1939,30/08/2017,07/09/2017,Orange
1941,26/08/2017,02/09/2017,Beer
1943,30/08/2017,06/09/2017,Beer
1944,26/08/2017,02/09/2017,Beer
1948,26/08/2017,02/09/2017,Beer
1949,25/08/2017,01/09/2017,Beer
1950,30/08/2017,05/09/2017,Beer
1951,25/08/2017,01/09/2017,Orange
1952,25/08/2017,01/09/2017,Beer
1953,25/08/2017,01/09/2017,Beer
1955,31/08/2017,07/09/2017,Beer
1963,25/08/2017,01/09/2017,Beer
1965,27/08/2017,02/09/2017,Beer
1966,01/09/2017,08/09/2017,Beer
1968,25/08/2017,01/09/2017,Beer
1969,26/08/2017,02/09/2017,Beer
1970,01/09/2017,08/09/2017,Beer
1972,25/08/2017,01/09/2017,Beer
1973,25/08/2017,01/09/2017,Beer
1974,31/08/2017,07/09/2017,Beer
1975,25/08/2017,01/09/2017,Beer
1984,25/08/2017,01/09/2017,Beer
1985,01/09/2017,07/09/2017,Beer
1992,28/08/2017,04/09/2017,Beer
1996,29/08/2017,05/09/2017,Beer
1997,25/08/2017,01/09/2017,Beer
1998,01/09/2017,08/09/2017,Beer
2000,25/08/2017,01/09/2017,Orange
2001,25/08/2017,01/09/2017,Beer
2002,25/08/2017,01/09/2017,Beer
2003,01/09/2017,08/09/2017,Orange
2004,25/08/2017,01/09/2017,Beer
2005,01/09/2017,08/09/2017,Orange
2006,27/08/2017,03/09/2017,Beer
2007,26/08/2017,06/09/2017,Orange
2008,29/08/2017,05/09/2017,Orange
2009,26/08/2017,08/09/2017,Beer
2010,01/09/2017,08/09/2017,Orange
2011,25/08/2017,01/09/2017,Orange
2012,31/08/2017,06/09/2017,Beer
2014,26/08/2017,02/09/2017,Orange
2015,27/08/2017,01/09/2017,Beer
2016,25/08/2017,01/09/2017,Orange
2017,25/08/2017,01/09/2017,Beer
2018,31/08/2017,07/09/2017,Orange
2019,27/08/2017,04/09/2017,Beer
2023,25/08/2017,01/09/2017,Beer
2024,25/08/2017,01/09/2017,Beer
2032,26/08/2017,02/09/2017,Orange
2033,26/08/2017,02/09/2017,Beer
2034,25/08/2017,01/09/2017,Orange
2036,25/08/2017,01/09/2017,Orange
2037,,,
2038,25/08/2017,01/09/2017,Orange
2039,01/09/2017,08/09/2017,Beer
2040,25/08/2017,01/09/2017,Beer
2041,26/08/2017,01/09/2017,Beer
2042,25/08/2017,01/09/2017,Orange
2043,25/08/2017,02/09/2017,Beer
2046,25/08/2017,01/09/2017,Orange
2049,25/08/2017,02/09/2017,Beer
2050,27/08/2017,03/09/2017,Beer
2051,26/08/2017,02/09/2017,Orange
2053,25/08/2017,01/09/2017,Orange
2054,25/08/2017,01/09/2017,Beer
2061,27/08/2017,03/09/2017,Beer
2062,25/08/2017,01/09/2017,Beer
2063,25/08/2017,01/09/2017,Beer
2064,28/08/2017,05/09/2017,Beer
2065,25/08/2017,01/09/2017,Beer
2066,26/08/2017,02/09/2017,Beer
2069,26/08/2017,02/09/2017,Orange
2072,27/08/2017,03/09/2017,Beer
2073,25/08/2017,01/09/2017,Beer
2074,25/08/2017,01/09/2017,Beer
2078,25/08/2017,02/09/2017,Beer
2079,29/08/2017,06/09/2017,Beer
2080,26/08/2017,02/09/2017,Orange
2081,25/08/2017,01/09/2017,Beer
2082,26/08/2017,02/09/2017,Beer
2084,26/08/2017,02/09/2017,Beer
2085,25/08/2017,01/09/2017,Orange
2086,25/08/2017,01/09/2017,Beer
2087,27/08/2017,03/09/2017,Beer
2090,25/08/2017,01/09/2017,Beer
2092,25/08/2017,01/09/2017,Beer
2094,25/08/2017,01/09/2017,Beer
2095,25/08/2017,01/09/2017,Orange
2096,26/08/2017,03/09/2017,Beer
2097,01/09/2017,08/09/2017,Beer
2100,26/08/2017,02/09/2017,Beer
2101,,,
2102,28/08/2017,03/09/2017,Beer
2103,25/08/2017,01/09/2017,Orange
2104,27/08/2017,03/09/2017,Beer
2106,25/08/2017,01/09/2017,Orange
2109,25/08/2017,01/09/2017,Beer
2110,25/08/2017,01/09/2017,Beer
2111,26/08/2017,01/09/2017,Beer
2113,25/08/2017,01/09/2017,Beer
2114,27/08/2017,03/09/2017,Beer
2116,28/08/2017,04/09/2017,Beer
2117,28/08/2017,05/09/2017,Beer
2118,25/08/2017,01/09/2017,Orange
2121,31/08/2017,07/09/2017,Orange
2122,25/08/2017,08/09/2017,Beer
2126,25/08/2017,01/09/2017,Beer
2129,25/08/2017,01/09/2017,Beer
2131,26/08/2017,02/09/2017,Beer
2132,28/08/2017,04/09/2017,Orange
2133,27/08/2017,03/09/2017,Beer
2134,25/08/2017,01/09/2017,Beer
2136,25/08/2017,01/09/2017,Beer
2137,26/08/2017,03/09/2017,Orange
2138,28/08/2017,04/09/2017,Beer
2139,31/08/2017,06/09/2017,Beer
2140,27/08/2017,03/09/2017,Beer
2143,01/09/2017,07/09/2017,Beer
2144,25/08/2017,01/09/2017,Beer
2145,25/08/2017,01/09/2017,Beer
2147,25/08/2017,01/09/2017,Beer
2148,25/08/2017,01/09/2017,Beer
2149,25/08/2017,01/09/2017,Orange
2150,31/08/2017,07/09/2017,Beer
2151,25/08/2017,01/09/2017,Beer
2155,25/08/2017,01/09/2017,Beer
2156,25/08/2017,01/09/2017,Orange
2157,26/08/2017,02/09/2017,Beer
2159,27/08/2017,02/09/2017,Orange
2161,27/08/2017,03/09/2017,Beer
2163,25/08/2017,01/09/2017,Beer
2164,25/08/2017,01/09/2017,Beer
2165,25/08/2017,01/09/2017,Beer
2166,25/08/2017,01/09/2017,Beer
2167,25/08/2017,01/09/2017,Orange
2170,01/09/2017,08/09/2017,Beer
2174,25/08/2017,01/09/2017,Beer
2175,25/08/2017,01/09/2017,Beer
2176,31/08/2017,07/09/2017,Orange
2178,25/08/2017,01/09/2017,Beer
2179,25/08/2017,01/09/2017,Orange
2182,26/08/2017,02/09/2017,Beer
2184,25/08/2017,01/09/2017,Beer
2185,25/08/2017,01/09/2017,Beer
2186,27/08/2017,03/09/2017,Orange
2187,25/08/2017,01/09/2017,Beer
2188,29/08/2017,05/09/2017,Orange
2190,25/08/2017,01/09/2017,Beer
2191,25/08/2017,01/09/2017,Orange
2192,26/08/2017,02/09/2017,Beer
2193,26/08/2017,02/09/2017,Beer
2194,31/08/2017,07/09/2017,Beer
2196,25/08/2017,01/09/2017,Orange
2197,30/08/2017,04/09/2017,Beer
2201,28/08/2017,03/09/2017,Orange
2203,25/08/2017,01/09/2017,Beer
2204,25/08/2017,01/09/2017,Beer
2205,25/08/2017,01/09/2017,Beer
2208,25/08/2017,02/09/2017,Orange
2210,27/08/2017,03/09/2017,Beer
2211,28/08/2017,03/09/2017,Beer
2212,28/08/2017,04/09/2017,Beer
2213,27/08/2017,04/09/2017,Beer
2214,25/08/2017,02/09/2017,Beer
2215,25/08/2017,01/09/2017,Beer
2219,25/08/2017,01/09/2017,Beer
2226,25/08/2017,01/09/2017,Beer
2227,26/08/2017,02/09/2017,Beer
2229,26/08/2017,02/09/2017,Beer
2230,25/08/2017,01/09/2017,Orange
2231,25/08/2017,01/09/2017,Beer
2232,25/08/2017,02/09/2017,Orange
2233,25/08/2017,01/09/2017,Beer
2234,29/08/2017,04/09/2017,Beer
2236,27/08/2017,03/09/2017,Beer
2237,25/08/2017,01/09/2017,Orange
2240,25/08/2017,02/09/2017,Beer
2241,25/08/2017,01/09/2017,Orange
2243,25/08/2017,01/09/2017,Orange
2247,28/08/2017,03/09/2017,Beer
2248,25/08/2017,01/09/2017,Orange
2250,26/08/2017,02/09/2017,Beer
2253,25/08/2017,01/09/2017,Orange
2254,25/08/2017,01/09/2017,Beer
2255,25/08/2017,01/09/2017,Orange
2256,26/08/2017,01/09/2017,Beer
2257,29/08/2017,05/09/2017,Beer
2258,27/08/2017,03/09/2017,Beer
2259,26/08/2017,02/09/2017,Orange
2262,,,
2263,25/08/2017,01/09/2017,Beer
2265,25/08/2017,01/09/2017,Beer
2267,25/08/2017,01/09/2017,Beer
2268,25/08/2017,01/09/2017,Beer
2270,25/08/2017,01/09/2017,Orange
2271,25/08/2017,01/09/2017,Beer
2272,26/08/2017,02/09/2017,Beer
2273,25/08/2017,01/09/2017,Beer
2274,25/08/2017,01/09/2017,Orange
2276,01/09/2017,08/09/2017,Orange
2279,27/08/2017,03/09/2017,Beer
2281,25/08/2017,01/09/2017,Orange
2282,27/08/2017,02/09/2017,Beer
2283,27/08/2017,03/09/2017,Beer
2286,25/08/2017,01/09/2017,Beer
2287,25/08/2017,01/09/2017,Orange
2289,25/08/2017,02/09/2017,Beer
2297,25/08/2017,01/09/2017,Beer
2298,01/09/2017,08/09/2017,Beer
2300,25/08/2017,01/09/2017,Beer
2303,25/08/2017,01/09/2017,Beer
2304,25/08/2017,02/09/2017,Orange
2306,25/08/2017,01/09/2017,Orange
2307,26/08/2017,08/09/2017,Beer
2309,25/08/2017,02/09/2017,Orange
2310,25/08/2017,01/09/2017,Beer
2312,25/08/2017,01/09/2017,Beer
2318,26/08/2017,02/09/2017,Beer
2319,25/08/2017,01/09/2017,Beer
2322,25/08/2017,01/09/2017,Orange
2324,26/08/2017,02/09/2017,Beer
2325,01/09/2017,08/09/2017,Beer
2326,26/08/2017,02/09/2017,Beer
2328,25/08/2017,01/09/2017,Beer
2329,26/08/2017,03/09/2017,Beer
2331,26/08/2017,02/09/2017,Orange
2332,01/09/2017,08/09/2017,Beer
2334,26/08/2017,02/09/2017,Orange
2335,25/08/2017,01/09/2017,Beer
2339,26/08/2017,02/09/2017,Beer
2341,26/08/2017,02/09/2017,Beer
2344,25/08/2017,01/09/2017,Orange
2347,25/08/2017,01/09/2017,Beer
2351,28/08/2017,04/09/2017,Beer
2353,26/08/2017,02/09/2017,Sugar Water
2355,25/08/2017,01/09/2017,Beer
2359,28/08/2017,04/09/2017,Beer
2362,25/08/2017,01/09/2017,Beer
2364,26/08/2017,02/09/2017,Beer
2365,25/08/2017,01/09/2017,Beer
2366,25/08/2017,01/09/2017,Beer
2367,25/08/2017,01/09/2017,Beer
2368,25/08/2017,02/09/2017,Beer
2370,25/08/2017,01/09/2017,Orange
2372,25/08/2017,01/09/2017,Beer
2375,29/08/2017,05/09/2017,Orange
2377,26/08/2017,02/09/2017,Orange
2378,01/09/2017,08/09/2017,Beer
2379,25/08/2017,02/09/2017,Orange
2380,27/08/2017,03/09/2017,Beer
2383,25/08/2017,01/09/2017,Beer
2385,25/08/2017,01/09/2017,Beer
2386,01/09/2017,08/09/2017,Orange
2388,26/08/2017,03/09/2017,Beer
2390,26/08/2017,01/09/2017,Beer
2391,25/08/2017,01/09/2017,Beer
2392,01/09/2017,08/09/2017,Beer
2393,25/08/2017,01/09/2017,Orange
2394,25/08/2017,01/09/2017,Beer
2397,28/08/2017,03/09/2017,Beer
2398,25/08/2017,01/09/2017,Beer
2400,26/08/2017,03/09/2017,Beer
2401,27/08/2017,03/09/2017,Beer
2402,25/08/2017,01/09/2017,Beer
2403,29/08/2017,05/09/2017,Beer
2405,26/08/2017,02/09/2017,Beer
2406,25/08/2017,01/09/2017,Beer
2407,25/08/2017,01/09/2017,Orange
2408,01/09/2017,08/09/2017,Beer
2409,25/08/2017,01/09/2017,Beer
2410,25/08/2017,01/09/2017,Beer
2416,26/08/2017,02/09/2017,Beer
2417,25/08/2017,02/09/2017,Orange
2418,26/08/2017,02/09/2017,Beer
2420,25/08/2017,02/09/2017,Orange
2421,25/08/2017,01/09/2017,Beer
2423,25/08/2017,01/09/2017,Orange
2424,01/09/2017,08/09/2017,Beer
2426,25/08/2017,01/09/2017,Orange
2427,25/08/2017,01/09/2017,Orange
2428,27/08/2017,02/09/2017,Beer
2429,26/08/2017,01/09/2017,Beer
2430,30/08/2017,06/09/2017,Beer
2431,25/08/2017,02/09/2017,Beer
2433,01/09/2017,08/09/2017,Orange
2435,25/08/2017,01/09/2017,Beer
2437,26/08/2017,02/09/2017,Beer
2438,30/08/2017,06/09/2017,Beer
2439,30/08/2017,07/09/2017,Beer
2443,25/08/2017,01/09/2017,Beer
2444,25/08/2017,01/09/2017,Beer
2445,28/08/2017,04/09/2017,Beer
2447,31/08/2017,07/09/2017,Orange
2448,27/08/2017,03/09/2017,Orange
2450,26/08/2017,02/09/2017,Orange
2452,25/08/2017,01/09/2017,Beer
2453,28/08/2017,03/09/2017,Beer
2457,25/08/2017,01/09/2017,Orange
2458,25/08/2017,01/09/2017,Beer
2459,25/08/2017,01/09/2017,Beer
2460,25/08/2017,01/09/2017,Beer
2467,30/08/2017,06/09/2017,Beer
2468,25/08/2017,01/09/2017,Orange
2473,29/08/2017,05/09/2017,Beer
2474,30/08/2017,05/09/2017,Beer
2475,26/08/2017,02/09/2017,Beer
2476,25/08/2017,01/09/2017,Orange
2483,30/08/2017,05/09/2017,Orange
2484,28/08/2017,04/09/2017,Beer
2485,30/08/2017,06/09/2017,Beer
2486,25/08/2017,01/09/2017,Beer
2488,29/08/2017,06/09/2017,Beer
2491,25/08/2017,01/09/2017,Beer
2493,01/09/2017,08/09/2017,Beer
2494,30/08/2017,06/09/2017,Beer
2495,25/08/2017,01/09/2017,Beer
2496,25/08/2017,01/09/2017,Beer
2497,25/08/2017,01/09/2017,Beer
2499,31/08/2017,07/09/2017,Beer
2500,25/08/2017,01/09/2017,Beer
2503,27/08/2017,03/09/2017,Beer
2510,29/08/2017,05/09/2017,Beer
2513,31/08/2017,08/09/2017,Beer
2517,25/08/2017,01/09/2017,Beer
2519,26/08/2017,01/09/2017,Beer
2528,30/08/2017,06/09/2017,Beer
2530,27/08/2017,03/09/2017,Beer
2531,25/08/2017,01/09/2017,Beer
2532,01/09/2017,08/09/2017,Beer
2533,01/09/2017,08/09/2017,Orange
2536,26/08/2017,02/09/2017,Orange
2537,26/08/2017,02/09/2017,Beer
2538,25/08/2017,01/09/2017,Beer
2539,31/08/2017,08/09/2017,Beer
2549,26/08/2017,02/09/2017,Beer
2552,25/08/2017,01/09/2017,Beer
2555,27/08/2017,03/09/2017,Beer
2557,25/08/2017,01/09/2017,Beer
2558,25/08/2017,01/09/2017,Beer
2559,27/08/2017,03/09/2017,Beer
2569,25/08/2017,01/09/2017,Orange
2571,25/08/2017,01/09/2017,Beer
2573,27/08/2017,02/09/2017,Beer
2576,01/09/2017,08/09/2017,Beer
2577,25/08/2017,03/09/2017,Beer
2579,30/08/2017,06/09/2017,Beer
2582,26/08/2017,02/09/2017,Beer
2590,27/08/2017,03/09/2017,Beer
2595,25/08/2017,03/09/2017,Beer
2597,25/08/2017,01/09/2017,Beer
2599,25/08/2017,01/09/2017,Orange
2605,26/08/2017,02/09/2017,Beer
2609,25/08/2017,01/09/2017,Orange
2613,26/08/2017,01/09/2017,Beer
2618,30/08/2017,06/09/2017,Beer
2620,25/08/2017,01/09/2017,Orange
2625,25/08/2017,01/09/2017,Orange
2630,26/08/2017,03/09/2017,Beer
2631,26/08/2017,03/09/2017,Beer
2632,26/08/2017,03/09/2017,Beer
2636,01/09/2017,08/09/2017,Beer
2639,01/09/2017,08/09/2017,Beer
2641,01/09/2017,08/09/2017,Beer
2642,01/09/2017,08/09/2017,Orange
2643,26/08/2017,03/09/2017,Orange
2645,27/08/2017,03/09/2017,Beer
2647,26/08/2017,02/09/2017,Beer
2648,26/08/2017,02/09/2017,Beer
2649,26/08/2017,02/09/2017,Beer
2650,26/08/2017,03/09/2017,Orange
2654,25/08/2017,01/09/2017,Beer
2655,27/08/2017,02/09/2017,Orange
2656,26/08/2017,02/09/2017,Orange
2657,27/08/2017,03/09/2017,Orange
2658,28/08/2017,04/09/2017,Orange
2659,26/08/2017,02/09/2017,Beer
2660,26/08/2017,02/09/2017,Beer
2661,26/08/2017,02/09/2017,Beer
2666,26/08/2017,02/09/2017,Beer
2669,25/08/2017,01/09/2017,Beer
2670,31/08/2017,07/09/2017,Beer
2672,30/08/2017,06/09/2017,Beer
2675,25/08/2017,01/09/2017,Orange
2676,28/08/2017,04/09/2017,Beer
2677,26/08/2017,02/09/2017,Beer
2680,26/08/2017,03/09/2017,Beer
2682,25/08/2017,01/09/2017,Orange
2687,27/08/2017,03/09/2017,Beer
2688,30/08/2017,06/09/2017,Beer
2693,31/08/2017,06/09/2017,Beer
2694,27/08/2017,03/09/2017,Beer
2698,27/08/2017,01/09/2017,Beer
2701,31/08/2017,07/09/2017,Beer
2723,26/08/2017,02/09/2017,Orange
2732,26/08/2017,02/09/2017,Beer
2746,27/08/2017,03/09/2017,Orange
2748,26/08/2017,02/09/2017,Beer
2749,25/08/2017,01/09/2017,Beer
2753,27/08/2017,02/09/2017,Orange
2757,26/08/2017,02/09/2017,Beer
2760,01/09/2017,07/09/2017,Beer
2762,25/08/2017,01/09/2017,Beer
2765,29/08/2017,05/09/2017,Beer
2767,26/08/2017,02/09/2017,Orange
2769,26/08/2017,02/09/2017,Beer
2770,30/08/2017,06/09/2017,Orange
2773,26/08/2017,02/09/2017,Orange
2775,26/08/2017,02/09/2017,Beer
2777,30/08/2017,06/09/2017,Beer
2779,25/08/2017,01/09/2017,Beer
2781,25/08/2017,01/09/2017,Beer
2782,26/08/2017,02/09/2017,Orange
2784,26/08/2017,02/09/2017,Beer
2785,27/08/2017,03/09/2017,Beer
2792,25/08/2017,02/09/2017,Beer
2795,28/08/2017,04/09/2017,Beer
2796,28/08/2017,04/09/2017,Beer
2799,25/08/2017,01/09/2017,Beer
2803,25/08/2017,01/09/2017,Orange
2804,26/08/2017,02/09/2017,Beer
2805,25/08/2017,01/09/2017,Orange
2806,26/08/2017,02/09/2017,Beer
2809,27/08/2017,03/09/2017,Beer
2811,26/08/2017,02/09/2017,Orange
2814,28/08/2017,04/09/2017,Beer
2815,27/08/2017,03/09/2017,Beer
2817,26/08/2017,02/09/2017,Beer
2818,26/08/2017,02/09/2017,Beer
2820,28/08/2017,04/09/2017,Beer
2823,29/08/2017,05/09/2017,Beer
2825,25/08/2017,01/09/2017,Orange
2827,27/08/2017,03/09/2017,Beer
2828,27/08/2017,03/09/2017,Orange
2829,27/08/2017,03/09/2017,Orange
2830,27/08/2017,03/09/2017,Beer
2831,26/08/2017,02/09/2017,Beer
2834,27/08/2017,03/09/2017,Beer
2835,26/08/2017,02/09/2017,Beer
2838,25/08/2017,02/09/2017,Orange
2844,25/08/2017,01/09/2017,Beer
2846,25/08/2017,01/09/2017,Beer
2848,26/08/2017,02/09/2017,Orange
2853,25/08/2017,01/09/2017,Beer
2854,27/08/2017,03/09/2017,Beer
2856,27/08/2017,03/09/2017,Beer
2858,28/08/2017,04/09/2017,Beer
2859,25/08/2017,01/09/2017,Orange
2860,30/08/2017,06/09/2017,Beer
2865,28/08/2017,05/09/2017,Beer
2867,26/08/2017,04/09/2017,Beer
2869,26/08/2017,01/09/2017,Beer
2871,01/09/2017,08/09/2017,Orange
2872,26/08/2017,02/09/2017,Beer
2873,26/08/2017,01/09/2017,Beer
2874,29/08/2017,05/09/2017,Orange
2881,29/08/2017,04/09/2017,Beer
2895,27/08/2017,03/09/2017,Orange
2896,26/08/2017,03/09/2017,Beer
2902,27/08/2017,03/09/2017,Orange
2903,,,
2905,27/08/2017,03/09/2017,Orange
2908,26/08/2017,05/09/2017,Beer
2909,31/08/2017,07/09/2017,Beer
2913,01/09/2017,08/09/2017,Beer
2914,27/08/2017,03/09/2017,Beer
